itemType,id,number,branch,cluster,subcluster,title,fileCount,isDraft,likelyDuplicate,duplicateByTitleCount,duplicateByFileSetCount,duplicateByCommitCount,clusterDisposition,cleanupDecision,cleanupReason
pr,PR#71,71,palette-skip-link-7429120537729789941,Palette,skip_link,"Add ""Skip to content"" link for accessibility",4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#72,72,nlp-summarization-implementation-1686588178262361815,NLP,nlp,Implement NLP Summarization,1,True,True,0,5,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#73,73,nlp-topic-classification-4527222308535902792,NLP,nlp,Implement topic classification with fallback heuristic,1,True,True,1,5,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#74,74,solana-initialization-12243703043467185670,Solana/Ethereum,blockchain,Implement Solana Program Initialization,2,True,True,1,4,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#75,75,solana-rewards-distribution-4545190152559402271,Solana/Ethereum,blockchain,Implement Solana reward distribution logic,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#76,76,nlp-entity-extraction-13559531642555241686,NLP,nlp,Implement NLP entity extraction,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#77,77,eth-connection-implementation-11597750245791256047,Solana/Ethereum,blockchain,Implement AsyncWeb3 Connection,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#78,78,nlp-topic-classification-15642149026415156386,NLP,nlp,Implement heuristic topic classification fallback,2,True,True,1,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#79,79,feature/solana-reward-distribution-3240895994465389286,Solana/Ethereum,blockchain,Implement batched reward distribution on Solana,1,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#80,80,solana-rewards-distribution-4388972475469022696,Solana/Ethereum,blockchain,Implement Solana rewards distribution transaction logic,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#81,81,eth-transfer-impl-13144202169180385868,Solana/Ethereum,blockchain,Implement Ethereum token transfer logic,1,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#82,82,eth-transfer-tokens-9407955727924875770,Solana/Ethereum,blockchain,Implement Ethereum token transfer logic with AsyncWeb3,1,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#83,83,nlp-sentiment-analysis-14520272026655466146,NLP,nlp,Implement actual sentiment analysis using Transformers and OpenAI fallback,1,True,True,0,5,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#84,84,feature/solana-stake-tokens-2217138998065294611,Solana/Ethereum,blockchain,Implement Solana staking logic,2,True,True,0,4,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#85,85,feature/nlp-topic-classification-2887928656568684953,NLP,nlp,Implement topic classification with local and keyword fallbacks,1,True,True,0,5,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#86,86,solana-staking-implementation-9890694889778666616,Solana/Ethereum,blockchain,Implement Solana staking transaction logic,2,True,True,0,4,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#87,87,palette-skip-link-2614378897773063730,Palette,skip_link,feat(a11y): add accessible skip-to-content link,5,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#88,88,bolt-optimize-memory-manager-4814843537392971274,Bolt,memory,⚡ Bolt: Optimize MemoryManager expiration with min-heap,1,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#89,89,solana-rewards-distribution-7720502563146827908,Solana/Ethereum,blockchain,Implement Solana reward distribution with batching and solders,1,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#90,90,palette-skip-link-15382117385633722380,Palette,skip_link,Add Skip to Content Link,5,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#91,91,sentinel-security-headers-12605553481758673520,Sentinel,security_headers,Add Security Headers Middleware,1,True,True,0,5,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#92,92,bolt-optimize-knowledge-base-631752825821468656,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase.get_popular_entries,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#94,94,bolt-memory-optimization-2706888848393998072,Bolt,memory,⚡ Bolt: Optimize MemoryManager expiration with Min-Heap,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#95,95,palette-skip-link-9277097823990309816,Palette,skip_link,Add accessible Skip to Content link,5,True,True,1,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#96,96,sentinel-fix-hardcoded-secret-solana-1568087213360806544,Solana/Ethereum,blockchain,🛡️ Sentinel: [CRITICAL] Fix hardcoded private key in Solana contract manager,2,True,True,0,4,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#97,97,sentinel-xss-fix-13545425307252449808,Sentinel,xss,🛡️ Sentinel: Fix Stored XSS in Event Ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#98,98,bolt/optimize-keyword-extraction-12424665956431383870,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize keyword extraction,3,True,False,0,0,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#99,99,palette-skip-link-16942158476639863538,Palette,skip_link,Add Skip to Content Link,5,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#100,100,bolt-optimize-keywords-heapq-9316639758459471555,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize keyword extraction with heapq,2,True,True,0,2,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#101,101,palette-skip-link-18214462126448498892,Palette,skip_link,Add Skip to Content Link,6,True,True,2,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#102,102,bolt-knowledge-base-optimization-747398631657476118,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval methods,1,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#103,103,palette-skip-link-7268249817512410800,Palette,skip_link,Add accessible Skip to Content link,6,True,True,1,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#104,104,sentinel-xss-fix-3245507546280847048,Sentinel,xss,🛡️ Sentinel: [CRITICAL/HIGH] Fix XSS vulnerability in event ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#108,108,palette-ux-fix-skip-link-1158544930180096464,Palette,skip_link,🎨 Fix broken 'Skip to content' link target,2,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#109,109,bolt-kb-heap-optimization-2991149502993500805,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval with heapq,2,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#110,110,sentinel-fix-eth-leak-15056472117839812900,Solana/Ethereum,blockchain,🛡️ Sentinel: Fix information leak in Ethereum contract manager,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#111,111,palette-ux-fix-skip-link-13334106688925214882,Palette,skip_link,🎨 Palette: Fix broken 'Skip to content' link,3,True,True,2,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#112,112,bolt-memory-optimization-4186426160361128159,Bolt,memory,⚡ Bolt: Optimize MemoryManager eviction to O(1),3,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#113,113,sentinel-api-validation-6675012327141779541,Sentinel,input_validation,🛡️ Sentinel: [HIGH] Add input validation to API endpoints,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#114,114,palette-skip-link-fix-6517619891190616260,Palette,skip_link,🎨 Palette: Fix skip-to-content link & add visual polish,3,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#115,115,bolt-kb-optimization-6031646638309913815,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval using heapq,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#116,116,sentinel-input-validation-fix-11165276134219097005,Sentinel,input_validation,🛡️ Sentinel: [HIGH] Fix missing input validation in API endpoints,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#117,117,palette-ux-fix-skip-link-10533955804613160608,Palette,skip_link,"🎨 Palette: Fix broken ""Skip to content"" link",2,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#118,118,bolt-optimize-kb-recent-entries-2971803268308079864,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase.get_recent_entries,2,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#119,119,sentinel-fix-xss-ingestion-13335322750244801575,Sentinel,xss,🛡️ Sentinel: [HIGH] Fix XSS vulnerability in event ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#120,120,bolt-optimize-prioritization-10267616262586992553,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize event prioritization loop,1,True,False,0,0,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#121,121,palette-skip-link-fix-12025285390623159168,Palette,skip_link,🎨 Palette: Fix broken skip link and polish stream placeholder,3,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#122,122,sentinel-api-validation-2849219881441936158,Sentinel,input_validation,🛡️ Sentinel: Add API Input Validation,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#123,123,sentinel-security-fix-input-validation-15454313581290640899,Sentinel,input_validation,🛡️ Sentinel: Fix API Input Validation & Range Limits,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#124,124,palette-ux-fix-skip-link-15947715567041495745,Palette,skip_link,🎨 Palette: Fix broken Skip to Content link,2,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#125,125,palette-skip-link-fix-6033682961336460305,Palette,skip_link,🎨 Palette: Fix broken skip-to-content link accessibility,2,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
orphan_remote_branch,origin,,origin,Other,other,"feat: consolidate Sentinel, Bolt, and Palette fixes",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-memory-optimization-3335938590306578285,,bolt-memory-optimization-3335938590306578285,Bolt,batch_concurrency,⚡ Bolt: Optimize MemoryManager LRU eviction,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-memory-optimization-3661332415857398603,,bolt-memory-optimization-3661332415857398603,Bolt,batch_concurrency,⚡ Bolt: optimize MemoryManager LRU eviction (O(N) -> O(1)),,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
